Paragraph,True lang,Predicted lang
غزوه‌ی بدر یا بدر الکبریاولین گت ِجنگ زمون محمد میون مسلمونا و اهل مکه بی‌یه که ۱۷ رمضون سال دوم پس از هجرت شهر بدر دله اتفاق دکته. پیروزی مسلمونا این جنگ دله نفوذ مکه ره تا حد زیادی کم هاکرده و جایگاه سیاسی مسلمونا ره مدینه دله قوی‌تر هاکرده. از زمون هجرت مسلمونا به مدینه، بقای اقتصادی وشون به حمله به کاروون‌ئون مکه وابسته بی‌یه. وقتی خَوِر حرکت کاروون ثروتمند ابوسفیان مکه جه، به محمد برسی‌یه، قریب به ۳۰۰نفر از مسلمونا حمله به وشون وسّه آماده بَینه و این میون، سپاه مکه شامل ۱۰۰۰سرباز وشون مقابله وسّه آماده هاکرد بی‌یه، با وجود برتری تعدادی مکیون، مسلمونا برنده بَینه و خله مکیون جه بکوشته و اسیر بَینه. قرآن دله این پیروزی جه به عنوان اتفاقی الهی یاد بَیی‌یه.,mzn,glk
"Poređenje s genomom neandertalaca iz iste špilje otkrilo je vrlo visoku razinu međusobnog ukrštanja. Geni lokalne populacije neandertalaca uključuju 17% genoma denisovskog čovjeka, a analize pokazuju i bitnu razinu miješanja s još jednom, dosad nepoznatom, evolucijskom linijom čovjeka. Još uvijek traju slične su analize DNK iz nožnog palca, dok je analiza DNK iz dva zuba, pronađena u različitim slojevima tla ispoljila neočekivanu razinu intraspecijske divergencije mtDNK.",bos,hrv
A.B.Cohen Stuart “Heilige Voetsporen op Java” BKI 3(X) 1875:163-168. Ogé dina basa Inggris nu judulna: “Sacred Footprints in Java” Indian Antiquary IV. 1875:355-dst,sun,epo
"Sejak pertengahan 1980-an, negeri-negeri Baltik ini mengambil kesempatan dari pembaharuan glasnost untuk menyuarakan hak-hak mereka untuk melindungi alam sekeliling dan tinggalan sejarahnya, lama-kelamaan disusuli seruan kedaulatan dan kemerdekaan. Apabila mengharungi ancaman dari luar, negeri-negeri ini pula mendedahkan sikap Kremlin yang teragak-agak. Sambil menggalakkan fahaman pemisahan di republik-republik Soviet yang lain, bangsa-bangsa Baltik mencabar kewibawaan Kesatuan Soviet dengan bertubi-tubi. Dengan sokongan pemimpin Rusia Boris Yeltsin, maka republik-republik Baltik ini akhirnya memperoleh kedaulatan.",msa,ind
Persyaratan umum kanggo dadi prajurit ya iku: a. warga nagara Indonésia; b. iman lan bertakwa marang Pangéran kang Maha Tunggal; c. setia marang Nagara Kesatuan Républik Indonésia kang adhedhasar Pancasila lan Undang-Undang Dasar Nagara Républik Indonésia Taun 1945; d. wektu dilantik dadi prajurit umur paling sithik 18 taun; e. ora duwé cathetan kriminalitas kang dinyatakaké kanthi tinulis déning Kepulisian Républik Indonésia; f. séhat jasmani lan rohani; g. ora pinuju kèlangan hak dadi prajurit adhedhasar putusan pengadilan kang wis duwé kekuwatan hukum tetep; h. lulus pendidikan pisanan kanggo gawé prajurit siswa dadi anggota TNI; lan,jav,map-bms
"2014ʼ арнас Рохир Блокланд вежис Ларс-Гуннар Ларссонӧс Уппсальскӧӥ университетын, кытӧн кутчис юравны Ӧння йӧз кыввез серти институтісь чудь-йӧгра кафедраын.",koi,kom
"“Истории о миниисториях”( “Cuentos de minicuentos” de Tundama Ortiz (литературная маска). Ийиги ундурулге. Второе издание, Taller Ciudad de Nubes. Bogotá, 2013.",tyv,bul
春分過後，南極附近就會出現極夜，後頭極夜範圍越來越大；到夏至達到頂大，邊界碰著南極圈；過脫夏至，南極附近極夜範圍逐漸縮小，秋分辰光縮到0；秋分過後，北極附近出現極夜，後頭北極附近個極夜範圍越來越大；到冬至達到頂大，邊界碰著北極圈；過脫冬至，北極附近極夜範圍逐漸縮小，春分辰光縮到0。必過因為太陽折射，冬天極夜個範圍弗會完全達到北極圈或者南極圈。,wuu,zh-yue
"Il non al ven o dal latin Aprilis, che al ven o de peraule aperire (vierzi), tal sens di mês di viertidure de nature, o dal non etrusc Aphru, Afrodite.",fur,lij
"An hyns-horn a dhalleth dhe Worsav Douglas, eus hanter y vraster gwreydhek, ple'ma nebes krowjiow ha hweljiow an linen. Wosa hi dhe wasa an gorsav ha treusi an Avon Douglas, an linen a ascend an Vanken Lenji, kyn ev dhe besya dhe Port Soderick. An tren a bass Koos Crogga hag ascendya dhe dopp an linen (588 tros-hys/179.2 m) kyn ow trehedhes an Savla Ballacostain koth. An linen a dhiyskynn dhe worsav Santon, a-dhyworto hi a bes ow tiyskynna dhe 1 yn 60 dhe Worsav Ballasalla, ple'ma gwelyow a'n alsyow dhe'n est. Gonisyow tren rewlys a bass omma. An linen a bon dres tir platt lower wosa ow kasa Ballasalla ha passya an savla-govyn dhe Ronaldsway war hi fordh dhe Castletown, penncita koth an enys. An hyns-horn a dreus an Silver Burn wosa Castletown ha mos dhe'n north-est dhe'n savla-govyn dhe Worsav Ballabeg, kyn ow pesya dhe Colby, eus drudh dhe'n pobel leel. Yma savla -govyn dhe'n Level war an fordh dhe Port St Mary. Ynter an gorsavow Port St Mary ha Port Erin yma gwelyow a Bradda Head ha Milner's Tower. Yma koffiji ha Gwithti Hyns-horn Enys Vanow dhe Worsav Port Erin. Lower a'n linen a bon dres powdir, nyns eus lower yn arenebedhow anedhel. Yma lower a savleow-govyn powek a serv kemenethow leel.",cor,glv
"Si Rodolfo Vera Quizon (inianak Hulio 25, 1928 ed Tondo, Lungsod ng Maynila; Hulio 9, 2012 ed Pegley diad Medikal na Makati, Sekano, Metro Manila), sakey ari na komediya diad Pilipino",pag,bcl
"Velilla de la Sierra he Sî-pân-ngà Soria-sén Castilla lâu León Chhṳ-chhṳ-khî ke sàng-sṳ, mien-chit 18,57 phìn-fông kûng-lî. 2012-ngièn ngìn-khiéu 29.",hak,egl
"Dins l’mitolodjie greke, Urope (Εὐρώπη) ch'est l’file Agénor. Ch’est unne princhesse fénichiene qui étot agripée et séduite par Zeus métamorfosé in blank tor, et inmenée su l’ile ed Crète doù al' infanta Minos.",pcd,frp
"Pljačka Rima (italijanski: Sacco di Roma) je događaje koji su se zbili za vrijeme i neposredno nakon što je 6. maja 1527. godine vojska rimsko-njemačkog cara i španskog kralja Karla V zauzela Rim tokom sukoba sa Papskom Državom u Ratu Cognačke lige. Do njega je došlo u kontekstu Italijanskih ratova, odnosno zbog odluke pape Klementa VII da prethodne godine stvori tzv. Cognačku ligu sa ciljem da okonča habsburšku dominaciju nad Italijom poslije pobjede Karla V nad Francuzima kod Pavije 1525. godine. Habsburška vojska, sastavljena od najamnika je uspjela poraziti Klementove francuske saveznike u sjevernoj Italiji, ali su se njeni pripadnici na proljeće 1527. zbog neisplate plaća pobunili i natjerali svog komandanta Charlesa de Bourbona da maršira na Rim. Carska vojska je pred zidine Rima došla 5. maja, a sljedeći dan ih uspjela probiti na juriš. Tada je, međutim, poginuo Charles i više nitko nije imao autoriteta da kontrolira vojnike koji su se odali strahovitoj pljački, ubistvima i silovanjima. Klement se uspio skloniti u Anđeosku tvrđavu, ali je gotovo cijela Švicarska garda izginula braneći mu odstupnicu. Klement je iz Anđeoske tvrđave izašao nakon plaćanja otkupnine carskim trupama, koje su u gradu ostale još nekoliko mjeseci, bez prestanka ga pljačkajući. Grad su napustile tek na proljeće sljedeće godine, a na što ih je potakla epidemija izazvana hiljadama nesahranjenih leševa. Iako je Klement formano postao slobodan, više se nije usudio suprotstavljati Karlu V, a što je za posljedicu imalo odbijanje da engleskom kralju Henryju VIII dozvoli razvod od Katarine Aragonske, a što će dovesti do Engleske reformacije. Vjeruje se da je pljačka dovela do strahovite depopulacije, odnosno da je od prethodnih 55.000 stanovnika nakon odlaska carskih trupa ostalo tek 10.000 ljudi. Za suvremenike je pljačka Rima - prvi takav događaj nakon gotovo pola milenijuma - predstavljala izuzetnu traumu; kasniji historičari su ga smatrali simboličkim krajem Renesanse u Italiji.",hbs,hrv
ސެންޓްރަލް އެފްރިކަން ރިޕަބްލިކްގެ އިޤްތިޞާދު ބިނާވެފައިވަނީ ދަނޑުވެރިކަމުގެ މައްޗަށެވެ. ސެންޓްރަލް އެފްރިކަން ރިޕަބްލިކްގެ އެންމެ ބޮޑު އިންޕޯޓް ޕާޓްނަރަކީ ދެކުނު ކޮރެއާއެވެ. އެ ޤައުމުން ހިއްސާކުރަނީ 20.2% އެވެ. ދެން އޮތީ ފަރަންސޭސިވިލާތެވެ. ފަރަންސޭސިވިލާތުގެ ހިއްސާއަކީ 13.6% އެވެ. ކެމަރޫންގެ ހިއްސާއަކީ 7.7% އެވެ. އެންމެ ބޮޑު އެކްސްޕޯޓް ޕާޓްނަރަކީ ޖަޕާނެވެ. އެ ޤައުމުގެ ހިއްސާއަކީ 40.4% އެވެ. ބެލްޖިއަމްގެ ހިއްސާއަކީ 9.8% އެވެ. ޗައިނާގެ ހިއްސާއަކީ 8.2% އެވެ. އެ ޤައުމުގެ ޖީ.ޑީ.ޕީ ޕަރކެޕިޓާ އަކީ 739 ޑޮލަރެވެ.,div,lao
އިނގިރޭސި ބަހުން މި ޤައުމުގެ ނަމެއްގެ ގޮތުގައި ހަމަޖެހިފައިވަނީ ސެންޓްރަލް އެފްރިކަން ރިޕަބްލިކެވެ. މި ޤައުމުގެ ނަން ގުޅުވާލެވިފައިވަނީ ޤައުމު އޮތް ޖޯގްރަފިކަލް މަޤާމާއި ޤައުމުގެ ވެރިކަމުގެ ނިޒާމާއެވެ. ޖުޣުރާފީ ސެންޓްރަލް އެފްރިކަން ރިޕަބްލިކްގެ އުތުރުގައި އޮތީ ޝާދެވެ. އިރުމަތީގައި އޮތީ ސޫދާނެވެ. ޑެމޮކްރެޓިކް ރިޕަބްލިކް އޮފް ކޮންގޯ އާއި ރިޕަބްލިކް އޮފް ކޮންގޯ އޮތީ ދެކުނުގައެވެ. ހުޅަނގުގައި އޮތީ ކެމަރޫނެވެ.,div,sin
"Kinseys skoale probeart iemaands seksuele interesses en skiednisse öm te zetn op in welke richtige iejmaand seksueel an geet. t Vangt an met 0, wat steet veur alleen heteroseksueel, töt 6, wat steet veur alleen homoseksueel.",nds-nl,lim
"Isuochi bu obodo nke di na Ȯra Abia nke Naijiria. Ono na lokal govumenti a na-akpo umunneochi. Adi Onumara itolu nke mejuputara isuochi. Ha gunyere: Umuelem (Elem-Abuga), Ndiawa (Awarike-Eze), Ihie (Atuga ), Achara (Egbezu), Amuda (Logu), Lomara(Ekegbukwu), Mabala (Aguogba), Umuaku (Digbo), na kwa Ngodo (Araka). Onye Eze bu onye kachasi ndi eze n'ile na isuochi bu EZE G I Ezekwesiri (Ochi1) Nkwoagu bu isioche nke umunneochi LGA dikwa na isuochi.",ibo,kin
"Johnson, Kevin P.; de Kort, Selvino; Dinwoodey, Karen, Mateman, A. C.; ten Cate, Carel; Lessells, C. M. & Clayton, Dale H. (2001): A molecular phylogeny of the dove genera Streptopelia and Columba. Auk 118(4): 874-887. PDF fulltext",zh-yue,lat
"Di sebelah utara Kebayoran Baru berbatasan dengan Kecamatan Tanah Abang dan Setiabudi. Sebagian kecil Jalan Hang Lekir dan Jalan Jendral Sudirman serta Jalan Gatot Soebroto adalah batas utara kecamatan ini. Di sebelah barat Kali Grogol memisahkan Kebayoran Baru dengan kecamatan Kebayoran Lama. Kali Krukut membatasi di sebelah timur dengan kecamatan Mampang Prapatan, sedangkan di sebelah selatan berbatasan dengan kecamatan Cilandak dengan batasnya adalah Jalan Margaguna dan Jalan Haji Nawi Raya.",ind,map-bms
"Yew helmo ke boya eşq, sînayîş û mehzûnîye ey ra yena; bi yew ziwano şîrîn û şîîrên nusîyayo. Tena na hîkaye de ney, heme desine de zî sera-ser no ziwano edebî yo şîrîn û şîîrên esto. Rasta ey, merdim ziwanê Roşan Lezgînî ra mird nêbeno. Heme hîkayeyî bi ziwanêko edebî û zaf delal nusîyayî û hetê estetîkî ra zî zaf hol ê. Ziwanê Roşan Lezgînî de wina aheng û melodî esta ke kes ey ra vengê şirriya awa koyan eşnaweno, wina lîrîzmêko tebîî tede esto ke merdim wendişê ey ra mird nêbeno. Ziwanêko herikîyaye, şîîrên û bi rîtm; ziwanêko newe. Hetê xeyal, metafor, îdyom û bi taybetî zî hetê çekuyan ra ziwanêko zaf zengîn o.",kur,diq
