sentence,lang
"Leteća riba je veoma malo i teže uočljivo sazviježđe južne hemisfere. Prvo otkriće su napravili 16. vijeku holandski navigatori Pieter Dirksz Keyser i Frederik de Houtman. Holandski astronom Petrus Plancius mu je 1598. dao naziv na holandskom Vliegendenvis. Johann Bayer je 1680 u svom atlasu Uranometria sazviježđe prikazao u obliku leteće ribe s tadašnjim nazivom Piscis Volans. Najsjajnija zvijezda Beta Vol je udaljena 108 sg s prividnom magnitudom od 3,77.",bos
"moderniji SUP, koji uključuje DNNS-2 dan/noć vizor, stabiliziran top u dvije ravnine i laserski daljinomjer. Također ima TNP-160 periskop, TNP-65 pomoćni periskop, DNKS-2 dan/noć vizor za zapovjednika i TNPO-168V vozačev periskop. M-84AB ima i novi komunikacijski sistem. Oko 150 ovih tenkova koristi vojska Kuvajta gdje su učestvovali u Zaljevskom ratu.",bos
"Некада давно (енгл. Once upon a time) је америчка ТВ серија која је премијерно приказана 23. октобра 2011. године, на АБЦ. Радња се одвија у измишљеном приморском граду Сторибруку, Мејну, чији су становници ликови из разних бајки, премештених у ""стваран свет"", којима су уз помоћ магичне клетве одузета њихова права сећања. Епизоде се обично примарно одвијају у Сторибруку, али постоји и секундарна прича из друге тачке гледишта на животе ликова пре него што је дошло до моћног проклетства.",srp
"Gwyneth Paltrow rođena je u Los Angelesu kao dijete Brucea Paltrowa, filmskog režisera, i Blythe Danner, američke glumice. Njen otac je bio jevrejske vjeroispovijesti, a majka kršćanske. Gwyneth je pohađala privatnu školu za djevojke Spence u New Yorku, te nakratko studirala historiju umjetnosti na fakultetu u Kaliforniji, prije nego što je napustila školovanje te se odlučila posvetiti glumi. Njen mlađi brat zove se Jake. Sa 15 godina bila je zamjenska učenica u Španiji te je tako naučila govoriti španski jezik.",bos
"1973. ГОДИНА Фестивал омладинских и пионирских драмских секција, Титово Ужице – представа Кекец: Награда за најбољу представу. Награда за најбољу режију: Ана Крижанец.",srp
"VSOA je zadužena, u okviru obavještajne djelatnosti za prikupljanje, analizu, obrađivanje i ocjenjivanje podataka o vojskama i obrambenim sustavima drugih zemalja, o vanjskim pritiscima koji mogu imati utjecaj na obrambenu sigurnost te aktivnostima u inozemstvu koje su usmjerene na ugrožavanje obrambene sigurnosti zemlje, o pojedincima, skupinama, aktivnostima i procesima koji imaju ili mogu imati utjecaja na sigurnost Republike Hrvatske ili sigurnost pripadnika Oružanih snaga u mirovnim operacijama.",hrv
"Dubrovačko-neretvanska županija ja Jadranskom turističkom cestom prometno povezana sa Splitom i ostalim dijelovima Hrvatske. U tijeku je gradnja nove moderne autoceste cestovne oznake A1 od Splita, preko Šestanovca i Ploča do zračne luke Čilipi.",hrv
"Tridesetih godina komunističku partiju na slovenskom području počinje obnavljati dvadesetogodišnji Boris Kidrič, a 1937. unutar KPJ osnovane su Komunistička partija Slovenije (isprva zvana Komunističkom strankom Slovenije) i Komunistička partija Hrvatske. Utemeljenje KPS bilo je ostvarenje odluke 4. konferencije KPJ, koja se krajem 1934. održala u Ljubljani. Osnivački kongres KPS protekao je u strogoj tajnosti, noću između 17. i 18. travnja 1937. na gospodarstvu Barličevih na Čebinama nad Trbovljem. Vodstvo KPS tada preuzima Edvard Kardelj koji se upravo zbog toga vratio iz Sovjetskog Saveza preko Pariza. Komunista je tada bilo manje od 250, no prihvatili su manifesto o fašističkoj opasnosti, koju nisu vidjeli samo u inozemstvu (Italija, Španjolska, Njemačka), nego i u vladi Milana Stojadinovića i ministra unutarnjih poslova Antona Korošca.",hrv
"Teme baroknih opera su većinom uzimane iz historije i mitologije antičkog svijeta uz dodatne obrade. Srednjevjekovne romanse koje su bile osnova tekstova za Vivaldijeve opere ""Orlando"" i ""Ginevra"" bile su veoma popularne. Također su bile popularne opere zasnovane na egzotičnim temama u dalekim zemljama poput Amerike u operi ""Motezuma"" ili Kine u ""Teuzzone."" Muslimanski istok je isto tako bio popularan sto se da uočiti u operi ""La verita in cimento."" Iako su u samom početku opere u pet činova bile popularne, opere u tri čina nastavljaju po uzoru na Apostola Zena da budu obavezni dio muzičkog programa (ne računajući intermeca i balete ubačene između činova).",bos
"Oženjen je od 1994, a supruga mu je bivša venecuelanska manekenka Adriana Fossa. Imaju 2 sina: Christian (r. 1996) i Daniel (r. 2001). Obojica su već u Milanovim omladinskim pogonima.",bos
"U divljini, Raichua je moguće pronaći samo u igri Pokémon Blue u Elektrani i Nepoznatoj pećini. Raichua je također moguće dobiti razvijanjem Pikachua korištenjem Gromovitog kamena u svim Pokémon RPG igrama izuzev Pokémon Yellow igre. U navedenoj igri, jedini dostupni početni Pokémon jest Pikachu, koji odbija razviti se Gromovitim kamenom, prateći stil Pikachua Asha Ketchuma koji se također odbija razviti (bilo koji drugi Pikachu dobiven kroz razmjenu može se razviti).",hrv
"Temelj i ugled porodici postavio je majordom Pipin Mali. Porodica i dinastija dobila je ime po svome najistaknutijem predstavniku Karlu Velikom (768-814). On se 800. u Rimu krunisao za cara Rimskog carstva. Poslije sukoba, mirom u Ahenu 812. priznao ga je bizantski car.",bos
"У трећој деценији своје владавине, потакнута Абрахамом Менделом Тхебеном, својим „дворским Јеврејем“ којег је вољела и радо слушала, Марија Терезија је издала едикте којим је осигурала неку врсту заштите Јеврејима. Забранила је присилно покрштавање јеврејске деце 1762. године. Следеће године је забранила католичком клеру изнуђивање новца од Јевреја, а 1764. године је наредила пуштање Јевреја који су били затворени због оптужби да су убили хришћанског дечака и његову крв користили у својим ритуалима. Без обзира на свој изражени антисемитизам, Марија Терезија је подржавала индустријску и трговачку активност Јевреја у својим државама.",srp
"Када се оваквом документу додају и изјаве преживелих ученика, учини увид у остатке уписница и других докумената може се и говорити о развоју. Тако, летопис школе у Трнави постаје слика једног рада, али и документ битан за праћење развоја школства у Србији.",srp
"Snimljeno je još novih pjesama za album. Minogue je snimila obradu pjesme od Roxy Music ""Love Is The Drug"" s Calvinom Harrisom, i završila pjesmu ""Cosmic"" s producentom Egom White. Minogue je uključila i tekstopisca Guya Chambersa, koji joj je dao pjesmu koji je napisao prošle godine i u nju uključio isječak iz pjesme ""Bonnie et Clyde"" Serge Gainsbourga. Cathy Dennis se pridružila Minogue u daljoj obradi pjesme, koja je postala ""Sensitized"". Ona je također napisala nekoliko pjesama za Minoguein album, uključujući suradnju s producentom Markom Ronsonom nazvanu ""Boys Boys Boys"". Minogue je također uradila nekoliko pjesama sa svojim dugim suradnikom Stevom Andersonom iz Brothers In Rhythm, uključujući pjesme ""Hush Hush"", ""Flower"" i ""That's Why They Write Love Songs"".",hrv
"Неки од ликова у серији су делимично или потпуно ослобођени клетве. Један од њих је Хенри, који је рођен годину дана пре него што је клетва бачена, у стварном свету. Он напушта Сторибрук у епизоди Пилот да би довео Ему из Бостона. Она сазнаје да је избегла клетву у чаробном ормару. Касније, представљени су Аугуст Бут (Пинокио) и Нил Кесиди (БелФајр). Аугуст је дошао у прави свет са Емом, ни њега није захватила клетва, а Нил је напустио Зачарану шуму крозпортал, много година пре него што је клетва бачена. Ређина, Мр. Голд и Џеферсон (Луди Шеширџија) су свесни проклетства и сећају се својих претходних живота. Такође нису захваћени ни Капетан Кука, Робин Худ, Зелена, Круела Де Вил и Урсула јер су били имуни или су путовали у друга царства. Други ликови, Исак, је такође имун јер је он аутор и може да пише свој пут кроз царства уместо да буде заробљен у књизи Некада Давно.",srp
